Chapter_number,Chapter_description,Short_code_three,Cause_description
4,"Endocrine, nutritional and metabolic diseases",E75,Disorders of sphingolipid metabolism and other lipid storage disorders
4,"Endocrine, nutritional and metabolic diseases",E76,Disorders of glycosaminoglycan metabolism
4,"Endocrine, nutritional and metabolic diseases",E77,Disorders of glycoprotein metabolism
4,"Endocrine, nutritional and metabolic diseases",E78,Disorders of lipoprotein metabolism and other lipidaemias
4,"Endocrine, nutritional and metabolic diseases",E79,Disorders of purine and pyrimidine metabolism
4,"Endocrine, nutritional and metabolic diseases",E80,Disorders of porphyrin and bilirubin metabolism
4,"Endocrine, nutritional and metabolic diseases",E83,Disorders of mineral metabolism
4,"Endocrine, nutritional and metabolic diseases",E84,Cystic fibrosis
4,"Endocrine, nutritional and metabolic diseases",E85,Amyloidosis
4,"Endocrine, nutritional and metabolic diseases",E86,Volume depletion
4,"Endocrine, nutritional and metabolic diseases",E87,"Other disorders of fluid, electrolyte and acid-base balance"
4,"Endocrine, nutritional and metabolic diseases",E88,Other metabolic disorders
4,"Endocrine, nutritional and metabolic diseases",E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified"
4,"Endocrine, nutritional and metabolic diseases",E90,Nutritional and metabolic disorders in diseases classified elsewhere
5,"Organic, including symptomatic, mental disorders",F00,Dementia in Alzheimer disease
5,"Organic, including symptomatic, mental disorders",F01,Vascular dementia
5,"Organic, including symptomatic, mental disorders",F02,Dementia in other diseases classified elsewhere
5,"Organic, including symptomatic, mental disorders",F03,Unspecified dementia
5,"Organic, including symptomatic, mental disorders",F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
5,"Organic, including symptomatic, mental disorders",F05,"Delirium, not induced by alcohol and other psychoactive substances"
5,"Organic, including symptomatic, mental disorders",F06,Other mental disorders due to brain damage and dysfunction and to physical disease
5,"Organic, including symptomatic, mental disorders",F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction"
5,"Organic, including symptomatic, mental disorders",F09,Unspecified organic or symptomatic mental disorder
5,"Organic, including symptomatic, mental disorders",F10,Mental and behavioural disorders due to use of alcohol
5,"Organic, including symptomatic, mental disorders",F11,Mental and behavioural disorders due to use of opioids
5,"Organic, including symptomatic, mental disorders",F12,Mental and behavioural disorders due to use of cannabinoids
5,"Organic, including symptomatic, mental disorders",F13,Mental and behavioural disorders due to use of sedatives or hypnotics
5,"Organic, including symptomatic, mental disorders",F14,Mental and behavioural disorders due to use of cocaine
5,"Organic, including symptomatic, mental disorders",F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine"
5,"Organic, including symptomatic, mental disorders",F16,Mental and behavioural disorders due to use of hallucinogens
5,"Organic, including symptomatic, mental disorders",F17,Mental and behavioural disorders due to use of tobacco
5,"Organic, including symptomatic, mental disorders",F18,Mental and behavioural disorders due to use of volatile solvents
5,"Organic, including symptomatic, mental disorders",F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
5,"Organic, including symptomatic, mental disorders",F20,Schizophrenia
5,"Organic, including symptomatic, mental disorders",F21,Schizotypal disorder
5,"Organic, including symptomatic, mental disorders",F22,Persistent delusional disorders
5,"Organic, including symptomatic, mental disorders",F23,Acute and transient psychotic disorders
5,"Organic, including symptomatic, mental disorders",F24,Induced delusional disorder
5,"Organic, including symptomatic, mental disorders",F25,Schizoaffective disorders
5,"Organic, including symptomatic, mental disorders",F28,Other nonorganic psychotic disorders
5,"Organic, including symptomatic, mental disorders",F29,Unspecified nonorganic psychosis
5,"Organic, including symptomatic, mental disorders",F30,Manic episode
5,"Organic, including symptomatic, mental disorders",F31,Bipolar affective disorder
5,"Organic, including symptomatic, mental disorders",F32,Depressive episode
5,"Organic, including symptomatic, mental disorders",F33,Recurrent depressive disorder
5,"Organic, including symptomatic, mental disorders",F34,Persistent mood [affective] disorders
5,"Organic, including symptomatic, mental disorders",F38,Other mood [affective] disorders
5,"Organic, including symptomatic, mental disorders",F39,Unspecified mood [affective] disorder
5,"Organic, including symptomatic, mental disorders",F40,Phobic anxiety disorders
5,"Organic, including symptomatic, mental disorders",F41,Other anxiety disorders
5,"Organic, including symptomatic, mental disorders",F42,Obsessive-compulsive disorder
5,"Organic, including symptomatic, mental disorders",F43,"Reaction to severe stress, and adjustment disorders"
5,"Organic, including symptomatic, mental disorders",F44,Dissociative [conversion] disorders
5,"Organic, including symptomatic, mental disorders",F45,Somatoform disorders
5,"Organic, including symptomatic, mental disorders",F48,Other neurotic disorders
5,"Organic, including symptomatic, mental disorders",F50,Eating disorders
5,"Organic, including symptomatic, mental disorders",F51,Nonorganic sleep disorders
5,"Organic, including symptomatic, mental disorders",F52,"Sexual dysfunction, not caused by organic disorder or disease"
5,"Organic, including symptomatic, mental disorders",F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
5,"Organic, including symptomatic, mental disorders",F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere
5,"Organic, including symptomatic, mental disorders",F55,Abuse of non-dependence-producing substances
5,"Organic, including symptomatic, mental disorders",F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
5,"Organic, including symptomatic, mental disorders",F60,Specific personality disorders
5,"Organic, including symptomatic, mental disorders",F61,Mixed and other personality disorders
5,"Organic, including symptomatic, mental disorders",F62,"Enduring personality changes, not attributable to brain damage and disease"
5,"Organic, including symptomatic, mental disorders",F63,Habit and impulse disorders
5,"Organic, including symptomatic, mental disorders",F64,Gender identity disorders
5,"Organic, including symptomatic, mental disorders",F65,Disorders of sexual preference
5,"Organic, including symptomatic, mental disorders",F66,Psychological and behavioural disorders associated with sexual development and orientation
5,"Organic, including symptomatic, mental disorders",F68,Other disorders of adult personality and behaviour
5,"Organic, including symptomatic, mental disorders",F69,Unspecified disorder of adult personality and behaviour
5,"Organic, including symptomatic, mental disorders",F70,Mild mental retardation
5,"Organic, including symptomatic, mental disorders",F71,Moderate mental retardation
5,"Organic, including symptomatic, mental disorders",F72,Severe mental retardation
5,"Organic, including symptomatic, mental disorders",F73,Profound mental retardation
5,"Organic, including symptomatic, mental disorders",F78,Other mental retardation
5,"Organic, including symptomatic, mental disorders",F79,Unspecified mental retardation
5,"Organic, including symptomatic, mental disorders",F80,Specific developmental disorders of speech and language
5,"Organic, including symptomatic, mental disorders",F81,Specific developmental disorders of scholastic skills
5,"Organic, including symptomatic, mental disorders",F82,Specific developmental disorder of motor function
5,"Organic, including symptomatic, mental disorders",F83,Mixed specific developmental disorders
5,"Organic, including symptomatic, mental disorders",F84,Pervasive developmental disorders
5,"Organic, including symptomatic, mental disorders",F88,Other disorders of psychological development
5,"Organic, including symptomatic, mental disorders",F89,Unspecified disorder of psychological development
5,"Organic, including symptomatic, mental disorders",F90,Hyperkinetic disorders
5,"Organic, including symptomatic, mental disorders",F91,Conduct disorders
5,"Organic, including symptomatic, mental disorders",F92,Mixed disorders of conduct and emotions
5,"Organic, including symptomatic, mental disorders",F93,Emotional disorders with onset specific to childhood
5,"Organic, including symptomatic, mental disorders",F94,Disorders of social functioning with onset specific to childhood and adolescence
5,"Organic, including symptomatic, mental disorders",F95,Tic disorders
5,"Organic, including symptomatic, mental disorders",F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence
5,"Organic, including symptomatic, mental disorders",F99,"Mental disorder, not otherwise specified"
6,Diseases of the nervous system,G00,"Bacterial meningitis, not elsewhere classified"
6,Diseases of the nervous system,G01,Meningitis in bacterial diseases classified elsewhere
6,Diseases of the nervous system,G02,Meningitis in other infectious and parasitic diseases classified elsewhere
6,Diseases of the nervous system,G03,Meningitis due to other and unspecified causes
6,Diseases of the nervous system,G04,"Encephalitis, myelitis and encephalomyelitis"
6,Diseases of the nervous system,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
6,Diseases of the nervous system,G06,Intracranial and intraspinal abscess and granuloma
6,Diseases of the nervous system,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
6,Diseases of the nervous system,G08,Intracranial and intraspinal phlebitis and thrombophlebitis
6,Diseases of the nervous system,G09,Sequelae of inflammatory diseases of central nervous system
6,Diseases of the nervous system,G10,Huntington disease
6,Diseases of the nervous system,G11,Hereditary ataxia
6,Diseases of the nervous system,G12,Spinal muscular atrophy and related syndromes
6,Diseases of the nervous system,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
6,Diseases of the nervous system,G14,Postpolio syndrome
6,Diseases of the nervous system,G20,Parkinson disease
6,Diseases of the nervous system,G21,Secondary parkinsonism
6,Diseases of the nervous system,G22,Parkinsonism in diseases classified elsewhere
6,Diseases of the nervous system,G23,Other degenerative diseases of basal ganglia
6,Diseases of the nervous system,G24,Dystonia
6,Diseases of the nervous system,G25,Other extrapyramidal and movement disorders
6,Diseases of the nervous system,G26,Extrapyramidal and movement disorders in diseases classified elsewhere
6,Diseases of the nervous system,G30,Alzheimer disease
6,Diseases of the nervous system,G31,"Other degenerative diseases of nervous system, not elsewhere classified"
6,Diseases of the nervous system,G32,Other degenerative disorders of nervous system in diseases classified elsewhere
6,Diseases of the nervous system,G35,Multiple sclerosis
6,Diseases of the nervous system,G36,Other acute disseminated demyelination
6,Diseases of the nervous system,G37,Other demyelinating diseases of central nervous system
6,Diseases of the nervous system,G40,Epilepsy
6,Diseases of the nervous system,G41,Status epilepticus
6,Diseases of the nervous system,G43,Migraine
6,Diseases of the nervous system,G44,Other headache syndromes
6,Diseases of the nervous system,G45,Transient cerebral ischaemic attacks and related syndromes
6,Diseases of the nervous system,G46,Vascular syndromes of brain in cerebrovascular diseases
6,Diseases of the nervous system,G47,Sleep disorders
6,Diseases of the nervous system,G50,Disorders of trigeminal nerve
6,Diseases of the nervous system,G51,Facial nerve disorders
6,Diseases of the nervous system,G52,Disorders of other cranial nerves
6,Diseases of the nervous system,G53,Cranial nerve disorders in diseases classified elsewhere
6,Diseases of the nervous system,G54,Nerve root and plexus disorders
6,Diseases of the nervous system,G55,Nerve root and plexus compressions in diseases classified elsewhere
6,Diseases of the nervous system,G56,Mononeuropathies of upper limb
6,Diseases of the nervous system,G57,Mononeuropathies of lower limb
6,Diseases of the nervous system,G58,Other mononeuropathies
6,Diseases of the nervous system,G59,Mononeuropathy in diseases classified elsewhere
