Group,Condition_name,ICD10_Code,Sex,Age_group,Fraction
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,35-44 years,0.5
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,35-44 years,0.3
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,45-54 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,45-54 years,0.39
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,55-64 years,0.55
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,55-64 years,0.36
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,65-74 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,65-74 years,0.26
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,75-84 years,0.43
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,75-84 years,0.2
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Male,85 and over,0.31
Malignant neoplasms,"Lip, oral cavity and pharynx",C11,Female,85 and over,0.11
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,16-24 years,0.34
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,16-24 years,0.21
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,25-34 years,0.44
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,25-34 years,0.24
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,35-44 years,0.5
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,35-44 years,0.3
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,45-54 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,45-54 years,0.39
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,55-64 years,0.55
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,55-64 years,0.36
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,65-74 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,65-74 years,0.26
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,75-84 years,0.43
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,75-84 years,0.2
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Male,85 and over,0.31
Malignant neoplasms,"Lip, oral cavity and pharynx",C12,Female,85 and over,0.11
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,16-24 years,0.34
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,16-24 years,0.21
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,25-34 years,0.44
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,25-34 years,0.24
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,35-44 years,0.5
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,35-44 years,0.3
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,45-54 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,45-54 years,0.39
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,55-64 years,0.55
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,55-64 years,0.36
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,65-74 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,65-74 years,0.26
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,75-84 years,0.43
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,75-84 years,0.2
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Male,85 and over,0.31
Malignant neoplasms,"Lip, oral cavity and pharynx",C13,Female,85 and over,0.11
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,16-24 years,0.34
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,16-24 years,0.21
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,25-34 years,0.44
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,25-34 years,0.24
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,35-44 years,0.5
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,35-44 years,0.3
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,45-54 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,45-54 years,0.39
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,55-64 years,0.55
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,55-64 years,0.36
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,65-74 years,0.51
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,65-74 years,0.26
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,75-84 years,0.43
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,75-84 years,0.2
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Male,85 and over,0.31
Malignant neoplasms,"Lip, oral cavity and pharynx",C14,Female,85 and over,0.11
Malignant neoplasms,Oesophagus,C15,Male,16-24 years,0.39
Malignant neoplasms,Oesophagus,C15,Female,16-24 years,0.27
Malignant neoplasms,Oesophagus,C15,Male,25-34 years,0.48
Malignant neoplasms,Oesophagus,C15,Female,25-34 years,0.3
Malignant neoplasms,Oesophagus,C15,Male,35-44 years,0.52
Malignant neoplasms,Oesophagus,C15,Female,35-44 years,0.35
Malignant neoplasms,Oesophagus,C15,Male,45-54 years,0.54
Malignant neoplasms,Oesophagus,C15,Female,45-54 years,0.44
Malignant neoplasms,Oesophagus,C15,Male,55-64 years,0.57
Malignant neoplasms,Oesophagus,C15,Female,55-64 years,0.4
Malignant neoplasms,Oesophagus,C15,Male,65-74 years,0.54
Malignant neoplasms,Oesophagus,C15,Female,65-74 years,0.32
Malignant neoplasms,Oesophagus,C15,Male,75-84 years,0.46
Malignant neoplasms,Oesophagus,C15,Female,75-84 years,0.26
Malignant neoplasms,Oesophagus,C15,Male,85 and over,0.37
Malignant neoplasms,Oesophagus,C15,Female,85 and over,0.16
Malignant neoplasms,Colon,C18,Male,16-24 years,0.09
Malignant neoplasms,Colon,C18,Female,16-24 years,0.05
Malignant neoplasms,Colon,C18,Male,25-34 years,0.12
Malignant neoplasms,Colon,C18,Female,25-34 years,0.06
Malignant neoplasms,Colon,C18,Male,35-44 years,0.14
Malignant neoplasms,Colon,C18,Female,35-44 years,0.07
Malignant neoplasms,Colon,C18,Male,45-54 years,0.14
Malignant neoplasms,Colon,C18,Female,45-54 years,0.1
Malignant neoplasms,Colon,C18,Male,55-64 years,0.16
Malignant neoplasms,Colon,C18,Female,55-64 years,0.09
Malignant neoplasms,Colon,C18,Male,65-74 years,0.14
Malignant neoplasms,Colon,C18,Female,65-74 years,0.06
Malignant neoplasms,Colon,C18,Male,75-84 years,0.11
Malignant neoplasms,Colon,C18,Female,75-84 years,0.05
Malignant neoplasms,Colon,C18,Male,85 and over,0.08
Malignant neoplasms,Colon,C18,Female,85 and over,0.03
Malignant neoplasms,Rectum,C20,Male,16-24 years,0.09
Malignant neoplasms,Rectum,C20,Female,16-24 years,0.05
Malignant neoplasms,Rectum,C20,Male,25-34 years,0.12
Malignant neoplasms,Rectum,C20,Female,25-34 years,0.06
Malignant neoplasms,Rectum,C20,Male,35-44 years,0.14
Malignant neoplasms,Rectum,C20,Female,35-44 years,0.07
Malignant neoplasms,Rectum,C20,Male,45-54 years,0.14
Malignant neoplasms,Rectum,C20,Female,45-54 years,0.1
Malignant neoplasms,Rectum,C20,Male,55-64 years,0.16
Malignant neoplasms,Rectum,C20,Female,55-64 years,0.09
Malignant neoplasms,Rectum,C20,Male,65-74 years,0.14
Malignant neoplasms,Rectum,C20,Female,65-74 years,0.06
Malignant neoplasms,Rectum,C20,Male,75-84 years,0.11
Malignant neoplasms,Rectum,C20,Female,75-84 years,0.05
Malignant neoplasms,Rectum,C20,Male,85 and over,0.08
Malignant neoplasms,Rectum,C20,Female,85 and over,0.03
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,16-24 years,0.16
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,16-24 years,0.05
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,25-34 years,0.25
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,25-34 years,0.06
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,35-44 years,0.34
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,35-44 years,0.11
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,45-54 years,0.37
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,45-54 years,0.2
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,55-64 years,0.42
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,55-64 years,0.16
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,65-74 years,0.37
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,65-74 years,0.08
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,75-84 years,0.24
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,75-84 years,0.05
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Male,85 and over,0.11
Malignant neoplasms,Liver and intrahepatic bile ducts,C22,Female,85 and over,0.01
Malignant neoplasms,Larynx,C32,Male,16-24 years,0.19
Malignant neoplasms,Larynx,C32,Female,16-24 years,0.12
Malignant neoplasms,Larynx,C32,Male,25-34 years,0.26
Malignant neoplasms,Larynx,C32,Female,25-34 years,0.14
Malignant neoplasms,Larynx,C32,Male,35-44 years,0.3
Malignant neoplasms,Larynx,C32,Female,35-44 years,0.17
Malignant neoplasms,Larynx,C32,Male,45-54 years,0.31
Malignant neoplasms,Larynx,C32,Female,45-54 years,0.23
Malignant neoplasms,Larynx,C32,Male,55-64 years,0.34
Malignant neoplasms,Larynx,C32,Female,55-64 years,0.2
Malignant neoplasms,Larynx,C32,Male,65-74 years,0.31
Malignant neoplasms,Larynx,C32,Female,65-74 years,0.15
Malignant neoplasms,Larynx,C32,Male,75-84 years,0.25
Malignant neoplasms,Larynx,C32,Female,75-84 years,0.11
Malignant neoplasms,Larynx,C32,Male,85 and over,0.18
Malignant neoplasms,Larynx,C32,Female,85 and over,0.06
Malignant neoplasms,Breast,C50,Male,16-24 years,0
Malignant neoplasms,Breast,C50,Female,16-24 years,0.08
Malignant neoplasms,Breast,C50,Male,25-34 years,0
Malignant neoplasms,Breast,C50,Female,25-34 years,0.1
Malignant neoplasms,Breast,C50,Male,35-44 years,0
Malignant neoplasms,Breast,C50,Female,35-44 years,0.12
Malignant neoplasms,Breast,C50,Male,45-54 years,0
Malignant neoplasms,Breast,C50,Female,45-54 years,0.17
Malignant neoplasms,Breast,C50,Male,55-64 years,0
Malignant neoplasms,Breast,C50,Female,55-64 years,0.15
Malignant neoplasms,Breast,C50,Male,65-74 years,0
Malignant neoplasms,Breast,C50,Female,65-74 years,0.11
Malignant neoplasms,Breast,C50,Male,75-84 years,0
Malignant neoplasms,Breast,C50,Female,75-84 years,0.08
Malignant neoplasms,Breast,C50,Male,85 and over,0
Malignant neoplasms,Breast,C50,Female,85 and over,0.04
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,16-24 years,-0.11
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,16-24 years,-0.12
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,25-34 years,-0.12
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,25-34 years,-0.13
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,35-44 years,-0.1
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,35-44 years,-0.13
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,45-54 years,-0.1
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,45-54 years,-0.13
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,55-64 years,-0.09
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,55-64 years,-0.14
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,65-74 years,-0.1
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,65-74 years,-0.13
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,75-84 years,-0.11
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,75-84 years,-0.12
Diabetes mellitus,Type 2 diabetes mellitus,E11,Male,85 and over,-0.13
Diabetes mellitus,Type 2 diabetes mellitus,E11,Female,85 and over,-0.1
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,16-24 years,0.18
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,16-24 years,0.11
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,25-34 years,0.25
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,25-34 years,0.13
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,35-44 years,0.28
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,35-44 years,0.15
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,45-54 years,0.29
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,45-54 years,0.21
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,55-64 years,0.32
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,55-64 years,0.19
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,65-74 years,0.29
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,65-74 years,0.14
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,75-84 years,0.23
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,75-84 years,0.1
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Male,85 and over,0.16
Diseases of the nervous system,Epilepsy and Status epilepticus,G40,Female,85 and over,0.06
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,16-24 years,0.18
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,16-24 years,0.11
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,25-34 years,0.25
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,25-34 years,0.13
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,35-44 years,0.28
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,35-44 years,0.15
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,45-54 years,0.29
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,45-54 years,0.21
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,55-64 years,0.32
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,55-64 years,0.19
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,65-74 years,0.29
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,65-74 years,0.14
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,75-84 years,0.23
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,75-84 years,0.1
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Male,85 and over,0.16
Diseases of the nervous system,Epilepsy and Status epilepticus,G41,Female,85 and over,0.06
Cardiovascular diseases,Hypertensive diseases,I1%,Male,16-24 years,0.1
Cardiovascular diseases,Hypertensive diseases,I1%,Female,16-24 years,-0.01
Cardiovascular diseases,Hypertensive diseases,I1%,Male,25-34 years,0.14
Cardiovascular diseases,Hypertensive diseases,I1%,Female,25-34 years,0
Cardiovascular diseases,Hypertensive diseases,I1%,Male,35-44 years,0.15
Cardiovascular diseases,Hypertensive diseases,I1%,Female,35-44 years,0.02
Cardiovascular diseases,Hypertensive diseases,I1%,Male,45-54 years,0.16
Cardiovascular diseases,Hypertensive diseases,I1%,Female,45-54 years,0.07
Cardiovascular diseases,Hypertensive diseases,I1%,Male,55-64 years,0.17
Cardiovascular diseases,Hypertensive diseases,I1%,Female,55-64 years,0.05
Cardiovascular diseases,Hypertensive diseases,I1%,Male,65-74 years,0.16
